structure_id,well_id,structure_acronym,structure_name
11314,127434294,"SCmo","molecular layer of caudal subiculum"
11308,127434278,"CA4Cpy","pyramidal cells of caudal CA4"
11998,127426311,"pVZs1","VZ in primary somatosensory cortex"
11931,127434665,"pSZs1i","inner SZ in primary somatosensory cortex"
11734,127426426,"iCPgri","inner CP in granular insular cortex"
11731,127426422,"iCPdgi","inner CP in dysgranular insular cortex"
10343,127426340,"GPe","external segment of globus pallidus"
13077,127409238,"CalS","callosal sling"
11859,127409223,"cIZr","IZ in rostral cingulate cortex"
11336,127409211,"Pir2","layer II of piriform cortex"
13309,127409984,"MGEo","outer portion of medial ganglionic eminence"
13307,127409978,"LGEi","inner portion of lateral ganglionic eminence"
10352,127434663,"LSN","lateral septal nucleus"
10351,127409974,"MSN","medial septal nucleus"
11547,127409160,"NACsm","medial portion of the shell"
10340,127409156,"NACc","core of nucleus accumbens"
11656,127409112,"fCPm1o","outer CP in posteror frontal cortex (motor cortex)"
11537,127409099,"PuR","rostral putamen"
13288,127409097,"cSZsg","SZ in subgenual cingulate cortex"
11868,127409093,"cIZsg","IZ in subgenual (subcallosal) cingulate cortex"
11727,127409089,"cCPsgi","inner CP in subgenual (subcallosal) cingulate cortex"
10307,127434771,"OB","olfactory bulb"
11759,127374096,"fSPdl","SP in dorsolateral prefrontal cortex"
11660,127374039,"fCPdli","inner CP in dorsolateral prefrontal cortex"
11993,127374037,"fVZfp","VZ in frontal polar cortex"
11907,127374035,"fSZfpi","inner SZ in frontal polar cortex"
11906,127374033,"fSZfpo","outer SZ in frontal polar cortex"
11612,127374023,"fMZfp","MZ in frontal polar cortex"
12470,127434473,"MSO","medial superior olive"
11994,127434735,"oVZv1","VZ in primary visual cortex"
11921,127434733,"oSZvmi","inner SZ in ventromedial extrastriate cortex"
11919,127434731,"oSZvmo","outer SZ in ventromedial extrastriate cortex"
11763,127434706,"oSPdm","SP in dorsomedial extrastriate cortex (V2)"
11671,127434696,"oCPdmo","outer CP in dorsomedial extrastriate cortex"
11707,127434621,"tCPmto","outer CP in medial temporal-occipital cortex"
12007,127434615,"tVZmt","VZ in medial temporal-occipital cortex"
11974,127434611,"tSZmto","outer SZ in medial temporal-occipital cortex"
12585,127434594,"SpVe","spinal (inferior) vestibular nucleus"
12210,127434469,"PAGD","periaqueductal gray substance, dorsolateral portion"
13184,127434412,"tVZtf","VZ in caudal midinferior temporal cortex (area TF)"
13132,127434406,"tIZtf","IZ in caudal midinferior temporal cortex (area TF)"
11625,127434341,"tMZph","MZ in posterior parahippocampal cortex"
12001,127434335,"pVZdm","VZ in dorsomedial parietal cortex (area 7m)"
11768,127426861,"pSPpv","SP in posteroinferior (ventral) parietal cortex"
10368,127426729,"BL","basolateral nucleus (basal nucleus)"
10475,127426583,"AHN","anterior hypothalamic nucleus"
11873,127426575,"iIZgr","IZ in granular insular cortex"
11680,127426416,"pCPs1o","outer CP in primary somatosensory cortex"
10348,127426344,"CLv","ventral claustrum"
10335,127409073,"CaH","head of caudate"
11654,127409125,"fCPori","inner CP in orbital frontal cortex"
