structure_id,well_id,structure_acronym,structure_name
12182,12090,"PTN","pretectal nuclear complex"
12243,12082,"PTg","pedunculo(pontine) tegmental  nucleus"
12287,12079,"PrC","precommissural nucleus"
11531,12070,"MeC","caudal subdivision of medial nucleus"
11773,12141,"tSPmi","SP in midinferior temporal cortex"
11585,12062,"fSGdl","SG in dorsolateral prefrontal cortex"
11862,12055,"cIZmi","IZ in midcingulate cortex"
11624,12099,"tMZmi","MZ in midinferior temporal cortex"
11602,12098,"tSGmi","SG in midinferior temporal cortex"
11594,12137,"pSGs1","SG in primary somatosensory cortex"
10417,12120,"VA","ventral anterior nucleus of thalamus"
11584,12118,"fSGm1","SG in posterior frontal cortex (motor cortex)"
11891,12115,"fSZm1o","outer SZ in posteror frontal cortex (motor cortex)"
11336,12052,"Pir2","layer II of piriform cortex"
11335,12051,"Pir1","layer I of piriform cortex"
10336,12044,"CaB","body of caudate"
12973,12033,"iSGg","SG in granular insular cortex"
11731,12042,"iCPdgi","inner CP in dysgranular insular cortex"
11636,12040,"iMZgr","MZ in granular insular cortex"
11635,12039,"iMZdg","MZ in dysgranular insular cortex"
10475,12038,"AHN","anterior hypothalamic nucleus"
10556,12035,"RMS","rostral migratory stream"
11537,12011,"PuR","rostral putamen"
10335,12010,"CaH","head of caudate"
11903,12008,"fSZvli","inner SZ in ventrolateral prefrontal cortex"
11611,12130,"fMZvl","MZ in ventrolateral prefrontal cortex"
11586,12129,"fSGvl","SG in ventrolateral prefrontal cortex"
11985,12128,"cSZr","SZ in rostral cingulate cortex"
11718,12126,"cCPri","inner CP in rostral cingulate cortex"
11660,12125,"fCPdli","inner CP in dorsolateral prefrontal cortex"
10499,12121,"MM","medial mammillary nucleus"
11990,12117,"fVZm1","VZ in posteror frontal cortex (motor cortex)"
11893,12116,"fSZm1i","inner SZ in posteror frontal cortex (motor cortex)"
11798,12114,"fIZm1","IZ in posteror frontal cortex (motor cortex)"
11758,12113,"fSPm1","SP in posteror frontal cortex (motor cortex)"
11906,12112,"fSZfpo","outer SZ in frontal polar cortex"
11656,12110,"fCPm1o","outer CP in posteror frontal cortex (motor cortex)"
11631,12109,"cMZmi","MZ in midcingulate cortex"
11609,12108,"fMZm1","MZ in posteror frontal cortex (motor cortex)"
12012,12107,"cVZmi","VZ in midcingulate neocortex"
11986,12106,"cSZmi","SZ in midcingulate cortex"
11780,12104,"cSPmi","SP in midcingulate cortex"
12223,12089,"DR","dorsal raphe nucleus"
12259,12088,"SNR","substantia nigra, reticular part"
12252,12087,"SNC","substantia nigra, compact part"
10553,12086,"paVZ","VZ in postamygdaloid region"
10453,12085,"LHN","lateral habenular nucleus"
12216,12083,"PAGV","periaqueductal gray substance, ventral portion"
12239,12081,"MRF","midbrain reticular formation"
12261,12078,"VTA","ventral tegmental area"
10425,12073,"VPM","ventral posterior medial nucleus"
10424,12072,"VPL","ventral posterior lateral nucleus"
11388,12069,"ERd","deep layers of rostral entorhinal cortex"
11385,12068,"ER3","layer III of rostral entorhinal cortex"
11766,12067,"pSPs1","SP in primary somatosensory cortex"
11681,12066,"pCPs1i","inner CP in primary somatosensory cortex"
11907,12064,"fSZfpi","inner SZ in frontal polar cortex"
11807,12060,"fIZfp","IZ in frontal polar cortex"
10384,12058,"BNST","bed nucleus of stria terminalis"
10353,12057,"BNM","basal nucleus of Meynert"
10347,12056,"CLd","Dorsal claustrum"
11748,12147,"CPpcro","outer CP in rostral perirhinal cortex"
11646,12146,"MZpcr","MZ in rostral perirhinal cortex"
11643,12145,"Mzer","MZ in rostral entorhinal cortex"
11384,12144,"ER2","layer II of rostral entorhinal cortex"
12247,12142,"RN","red nucleus"
11702,12101,"tCPmii","inner CP in midinferior temporal cortex"
10378,12097,"INA","Intercalated nucleus of amygdala"
10368,12096,"BL","basolateral nucleus (basal nucleus)"
11506,12095,"CElcn","central part of CEl"
11998,12093,"pVZs1","VZ in primary somatosensory cortex"
11931,12092,"pSZs1i","inner SZ in primary somatosensory cortex"
11929,12140,"pSZs1o","outer SZ in primary somatosensory cortex"
10466,12136,"STH","subthalamic nucleus"
10463,12135,"ZI","zona incerta"
10369,12134,"BM","basomedial nucleus (accessory basal nucleus)"
10374,12133,"CoA","anterior cortical nucleus"
11530,12132,"MeR","rostral subdivision of medial nucleus"
11337,12053,"Pir3","layer III of piriform cortex"
10494,12050,"LHAtub","lateral hypothalamic area, tuberal part"
10488,12049,"VMH","ventromedial hypothalamic nucleus"
10485,12048,"DMH","dorsomedial hypothalamic nucleus"
10464,12047,"R","reticular nucleus of thalamus"
10344,12046,"GPi","internal segment of globus pallidus"
10343,12045,"GPe","external segment of globus pallidus"
11784,12028,"iSPdg","SP in dysgranular insular cortex"
10551,12026,"LGE","lateral ganglionic eminence"
10550,12025,"MGE","medial ganglionic eminence"
11989,12024,"fVZor","VZ in orbital frontal cortex"
11993,11985,"fVZfp","VZ in frontal polar cortex"
11587,11984,"fSGfp","SG in frontal polar cortex"
12972,12032,"iSGdg","SG in dysgranular insular cortex"
11873,12031,"iIZgr","IZ in granular insular cortex"
11888,12023,"fSZori","inner SZ in orbital frontal cortex"
11886,12022,"fSZoro","outer SZ in orbital frontal cortex"
11795,12021,"fIZor","IZ in orbital frontal cortex"
11757,12020,"fSPor","SP in orbital frontal cortex"
11654,12019,"fCPori","inner CP in orbital frontal cortex"
11545,12013,"NACsl","lateral portion of the shell"
10340,12012,"NACc","core of nucleus accumbens"
11992,12009,"fVZvl","VZ in ventrolateral prefrontal cortex"
11901,12007,"fSZvlo","outer SZ in ventrolateral prefrontal cortex"
11760,12005,"fSPvl","SP in ventrolateral prefrontal cortex"
11663,12004,"fCPvli","inner CP in ventrolateral prefrontal cortex"
11662,12003,"fCPvlo","outer CP in ventrolateral prefrontal cortex"
11991,11999,"fVZdl","VZ in dorsolateral prefrontal cortex"
11898,11997,"fSZdli","inner SZ in dorsolateral prefrontal cortex"
11896,11996,"fSZdlo","outer SZ in dorsolateral prefrontal cortex"
11659,11988,"fCPdlo","outer CP in dorsolateral prefrontal cortex"
11630,11987,"cMZr","MZ in rostral cingulate cortex"
11872,12030,"iIZdg","IZ in dysgranular insular cortex"
11785,12029,"iSPgr","SP in granular insular cortex"
11653,12018,"fCPoro","outer CP in orbital frontal cortex"
11608,12017,"fMZor","MZ in orbital frontal cortex"
10354,12016,"NDB","nucleus of diagonal band"
10352,12015,"LSN","lateral septal nucleus"
11547,12014,"NACsm","medial portion of the shell"
11859,11995,"cIZr","IZ in rostral cingulate cortex"
11759,11992,"fSPdl","SP in dorsolateral prefrontal cortex"
11717,11990,"cCPro","outer CP in rostral cingulate cortex"
11761,11980,"fSPfp","SP in frontal polar cortex"
11666,11983,"fCPfpi","inner CP in frontal polar cortex"
11612,11981,"fMZfp","MZ in frontal polar cortex"
12198,12077,"3N","oculomotor nucleus"
10456,12076,"MHN","medial habenular nucleus"
10450,12075,"Pf","parafascicular nucleus of thalamus"
12977,12150,"SGEr","SG in rostral entorhinal cortex"
11790,12149,"SPpc","SP in perirhinal cortex"
11749,12148,"CPpcri","inner CP in rostral perirhinal cortex"
11822,12139,"pIZs1","IZ in primary somatosensory cortex"
11617,12138,"pMZs1","MZ in primary somatosensory cortex"
