structure_id,well_id,structure_acronym,structure_name
11761,13346,"fSPfp","SP in frontal polar cortex"
11993,13350,"fVZfp","VZ in frontal polar cortex"
10179,13351,"A9l","lateral subdivision of area 9"
11612,13352,"fMZfp","MZ in frontal polar cortex"
10181,13369,"A9/46","intermediate portion of DFC (area 9/46)"
12406,127407549,"PN","pontine nucleus"
11781,127407515,"cSPc","SP in caudal cingulate cortex"
12703,127407447,"EGLL","external granular (germinal) layer of lower rhombic lip"
12723,127408944,"REMS","rostral (anterior) extramural migratory stream"
13146,127403458,"oSZexsop","outer plexiform zone in extrastriate cortex"
11798,113221749,"fIZm1","IZ in posteror frontal cortex (motor cortex)"
11903,13376,"fSZvli","inner SZ in ventrolateral prefrontal cortex"
10367,127408515,"La","lateral nucleus"
10492,127408513,"Arc","arcuate nucleus of hypothalamus"
10369,127408511,"BM","basomedial nucleus (accessory basal nucleus)"
10374,113222058,"CoA","anterior cortical nucleus"
13114,127408493,"tSP36","SP in rostral midinferior temporal cortex (area 36)"
13101,127408491,"tCP36i","inner CP in (rostral) midinferior temporal cortex (area 36)"
10371,113222056,"En","endopiriform nucleus"
10362,113222054,"AAA","anterior amygdaloid area"
11548,113222052,"GPic","central portion of GPi"
11371,113222048,"EO","olfactory part of entorhinal cortex"
10393,113222024,"AD","anterodorsal nucleus of thalamus"
13314,113222022,"scVZ","VZ in subcallosal region"
11998,113222018,"pVZs1","VZ in primary somatosensory cortex"
11929,113222004,"pSZs1o","outer SZ in primary somatosensory cortex"
11681,113221988,"pCPs1i","inner CP in primary somatosensory cortex"
10481,113221971,"SO","supraoptic nucleus"
10457,113221969,"PaV","paraventricular nucleus"
10404,113221967,"Pt","parataenial nucleus of thalamus"
10403,113221965,"Re","reuniens nucleus (medioventral nucleus) of thalamus"
10353,113221963,"BNM","basal nucleus of Meynert"
10343,113221961,"GPe","external segment of globus pallidus"
13043,127401214,"Lim","limitans nucleus"
12182,127401210,"PTN","pretectal nuclear complex"
13115,127402907,"tSPtf","SP in caudal midinferior temporal cortex (area TF)"
13104,127402905,"tCPtfi","inner CP in caudal midinferior temporal cortex (area TF)"
11704,127402588,"tCPpho","outer CP in posterior parahippocampal cortex"
10434,127401142,"MG","medial geniculate nuclei"
10411,127401082,"Pulm","medial nucleus of pulvinar"
13203,127402586,"tSGml","SG in midlateral temporal cortex"
13189,127402584,"VZsubc","VZ in caudal subicular cortex"
13130,127402576,"tIZml","IZ in midlateral temporal cortex"
12252,127401367,"SNC","substantia nigra, compact part"
12004,127424211,"tVZil","VZ in inferolateral temporal cortex"
11999,127401342,"pVZpd","VZ in posterosuperior (dorsal) parietal cortex"
11961,127424209,"tSZili","inner SZ in inferolateral temporal cortex"
11959,127424207,"tSZilo","outer SZ in inferolateral temporal cortex"
11954,127401339,"tSZslo","outer SZ in superolateral temporal cortex"
11939,127401198,"pSZpvo","outer SZ in posteroinferior (ventral) parietal cortex"
11936,127401337,"pSZpdi","inner SZ in posterosuperior (dorsal) parietal cortex"
11840,127424203,"tIZil","IZ in inferolateral temporal cortex"
11837,127401332,"tIZsl","IZ in superolateral temporal cortex"
11828,127401330,"pIZpv","IZ in posteroinferior (ventral) parietal cortex"
11825,127401328,"pIZpd","IZ in posterosuperior (dorsal) parietal cortex"
11771,127401324,"tSPsl","SP in superolateral temporal cortex"
11768,127401296,"pSPpv","SP in posteroinferior (ventral) parietal cortex"
11767,127403720,"pSPpd","SP in posterosuperior (dorsal) parietal cortex"
11698,127408544,"tCPilo","outer CP in inferolateral temporal cortex"
11695,127401284,"tCPslo","outer CP in superolateral temporal cortex"
11622,127401256,"tMZsl","MZ in superolateral temporal cortex"
11619,127401254,"pMZpv","MZ in posteroventral (inferior) parietal cortex"
11308,127401250,"CA4Cpy","pyramidal cells of caudal CA4"
11305,127401248,"CA3Csp","stratum pyramidale of caudal CA3"
10450,127408522,"Pf","parafascicular nucleus of thalamus"
10430,127401140,"DLG","dorsal lateral geniculate nucleus"
10244,127401138,"PSTC","polysensory temporal cortex (area 22p)"
13187,127407626,"VZhipc","VZ in caudal hippocampal proper"
13120,127407624,"SPsubc","SP in caudal subicular cortex"
13103,127407557,"tCPtfo","outer CP in caudal midinferior temporal cortex (area TF)"
12013,127407545,"cVZc","VZ in caudal cingulate neocortex"
12001,127407543,"pVZdm","VZ in dorsomedial parietal cortex (area 7m)"
11987,127407541,"cSZc","SZ in caudal cingulate cortex"
11944,127407521,"pSZdmo","outer SZ in dorsomedial parietal cortex (area 7m)"
11865,127407519,"cIZc","IZ in caudal cingulate cortex"
11769,127407511,"pSPdm","SP in dorsomedial parietal cortex (area 7m)"
11690,127407490,"pCPdmi","inner CP in dorsomedial parietal cortex (area 7m)"
11689,127407488,"pCPdmo","outer CP in dorsomedial parietal cortex (area 7m)"
11601,127407486,"tSGil","SG in inferolateral temporal cortex"
11321,127407484,"ProC","caudal prosubiculum"
11272,127407480,"DGCgr","granular layer of caudal dentate gyrus"
12726,127408487,"PnbB","pontobulbar body"
12612,127407829,"InM","intercalated nucleus of medulla"
12550,127407823,"10N","dorsal motor nucleus of the vagus (vagal nucleus)"
12545,127407821,"12N","hypoglossal nucleus"
10658,127407815,"CBV","cerebellar vermis"
10666,127407431,"LRL","lower (caudal) rhombic lip"
12007,127407385,"tVZmt","VZ in medial temporal-occipital cortex"
11981,127407383,"tSZlti","inner SZ in lateral temporal-occipital cortex"
11979,127407381,"tSZlto","outer SZ in lateral temporal-occipital cortex"
11974,127407377,"tSZmto","outer SZ in medial temporal-occipital cortex"
11849,127407362,"tIZmt","IZ in medial temporal-occipital cortex"
11711,127407356,"tCPlti","inner CP in lateral temporal-occipital cortex"
11707,127407350,"tCPmto","outer CP in medial temporal-occipital cortex"
12418,127407336,"6N","abducens nucleus"
12642,127407334,"RMg","raphe magnus nucleus"
12420,127407332,"7N","facial nucleus"
12499,127407330,"NC","nucleus coeruleus"
12437,127408958,"8Co","cochlear nuclei"
12429,127408956,"Mo5","motor nucleus of trigeminal nerve"
12487,127408954,"MPB","medial parabrachial nucleus"
12707,127408948,"TPk","transient Purkinje cell clusters"
12444,127408946,"Pr5","principal sensory nucleus of trigeminal nerve"
10232,127404184,"A39","caudal division of IPC (area 39)"
11995,127404182,"oVZdm","VZ in dorsomedial extrastriate cortex (V2)"
11994,127404180,"oVZv1","VZ in primary visual cortex"
11911,127404174,"oSZv1i","inner SZ in primary visual cortex"
11813,127404170,"oIZdm","IZ in dorsomedial extrastriate cortex (V2)"
11810,127408934,"oIZv1","IZ in primary visual cortex"
11672,127408928,"oCPdmi","inner CP in dorsomedial extrastriate cortex"
11671,127408926,"oCPdmo","outer CP in dorsomedial extrastriate cortex"
11668,127408922,"oCPv1o","outer CP in primary visual cortex"
11614,127408920,"oMZdm","MZ in dorsomedial extrastriate cortex (V2)"
11613,127408918,"oMZv1","MZ in primary visual cortex"
11926,127403452,"oSZmli","inner SZ in midlateral extrastriate cortex"
11924,127403450,"oSZmlo","outer SZ in midlateral extrastriate cortex"
11919,127424260,"oSZvmo","outer SZ in ventromedial extrastriate cortex"
11765,127424258,"oSPml","SP in midlateral extrastriate cortex (area 19)"
11764,127424256,"oSPvm","SP in ventromedial extrastriate cortex (VP)"
11675,127424250,"oCPvmi","inner CP in ventromedial extrastriate cortex"
11674,127424248,"oCPvmo","outer CP in ventromedial extrastriate cortex"
11616,127424246,"oMZml","MZ in midlateral extrastriate cortex (area 19)"
11736,127402922,"CPhipr","CP in rostral hippocampus"
11752,127400640,"CPpcci","inner CP in caudal perirhinal cortex"
11647,127400636,"MZpcc","MZ in caudal perirhinal cortex"
10464,127400568,"R","reticular nucleus of thalamus"
10476,113221945,"PV","paraventricular nucleus of hypothalamus"
10475,113221943,"AHN","anterior hypothalamic nucleus"
13313,113221939,"seVZ","VZ in septal region"
13310,113221924,"MGEi","inner portion of medial ganglionic eminence"
11784,113221920,"iSPdg","SP in dysgranular insular cortex"
11541,113221914,"Pmv","medioventral part of putamen"
10561,147800381,"cc","corpus callosum"
10384,113221888,"BNST","bed nucleus of stria terminalis"
10348,113221886,"CLv","ventral claustrum"
10347,113221884,"CLd","Dorsal claustrum"
10345,113221882,"VeP","Ventral pallidus"
13308,113221792,"LMGE","MGE-Lateral region"
11537,113221790,"PuR","rostral putamen"
10335,113221788,"CaH","head of caudate"
13306,113221786,"LGEo","outer portion of lateral ganglionic eminence"
13288,113221780,"cSZsg","SZ in subgenual cingulate cortex"
11985,113221759,"cSZr","SZ in rostral cingulate cortex"
11893,113221757,"fSZm1i","inner SZ in posteror frontal cortex (motor cortex)"
11891,113221755,"fSZm1o","outer SZ in posteror frontal cortex (motor cortex)"
11782,113221747,"cSPsg","SP in subgenual (subcallosal) cingulate cortex"
11758,113221729,"fSPm1","SP in posteror frontal cortex (motor cortex)"
11717,113221721,"cCPro","outer CP in rostral cingulate cortex"
11656,113221717,"fCPm1o","outer CP in posteror frontal cortex (motor cortex)"
10469,113221859,"PeVpo","periventricular nucleus, preoptic portion"
13077,113221823,"CalS","callosal sling"
10352,113221817,"LSN","lateral septal nucleus"
10304,113221813,"IG","indusium griseum"
10165,113221811,"M1ul","upper limb region of M1"
11991,13358,"fVZdl","VZ in dorsolateral prefrontal cortex"
11988,13357,"fVZdm","VZ in dorsomedial frontal cortex"
11898,13356,"fSZdli","inner SZ in dorsolateral prefrontal cortex"
11883,13354,"fSZdmi","inner SZ in dorsomedial frontal cortex"
11881,13368,"fSZdmo","outer SZ in dorsomedial frontal cortex"
11651,13364,"fCPdmi","inner CP in dorsomedial frontal cortex"
11888,13390,"fSZori","inner SZ in orbital frontal cortex"
11795,13388,"fIZor","IZ in orbital frontal cortex"
10199,13378,"A11","rostral division of OFCi (area 11)"
11992,13377,"fVZvl","VZ in ventrolateral prefrontal cortex"
11901,13375,"fSZvlo","outer SZ in ventrolateral prefrontal cortex"
11804,13374,"fIZvl","IZ in ventrolateral prefrontal cortex"
11760,13373,"fSPvl","SP in ventrolateral prefrontal cortex"
11662,13371,"fCPvlo","outer CP in ventrolateral prefrontal cortex"
11665,13353,"fCPfpo","outer CP in frontal polar cortex"
11907,13349,"fSZfpi","inner SZ in frontal polar cortex"
11906,13348,"fSZfpo","outer SZ in frontal polar cortex"
11807,13347,"fIZfp","IZ in frontal polar cortex"
