CCDC88C,PTRH2,MCM6,SUB1,MCM7,MCMBP,MCM2,MCM3,MCM5,DNMT1,FNBP1L,MCM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCLA2,IDH3A,IDH3B,IDH2,IDH1,HPD,CELSR3,ACO2,PPIL3,IDH3G,HAAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFT46,IFT74,IFT81,IFT22,ARL13B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC3,GNL3,ZSCAN25,DHX57,EEF2,RPL27A,PAK1IP1,RPS15A,BMS1,RPS2,RPL3,PAPD5,TTC37,RRP9,ZNF629,RPLP1,RPL36A,DDX10,RPL7L1,ZCRB1,KRI1,RPL10A,SKIV2L,RSBN1L,RPS26,ATP5C1,ZNF574,RPL27,SERBP1,H1F0,NOP16,HIST1H1B,RPL30,RIOX2,RPL38,HADHA,SRRM1,ZNF771,FYTTD1,CHERP,NIFK,IGF2BP1,H2AFX,CCDC124,ZNF22,RPS17,EIF2S1,CANX,RPL18A,RPL37,HIST1H1D,AATF,DHX29,NSA2,RSL1D1,RRS1,YTHDF3,RRBP1,EEF1G,TSR1,BTF3,RPS27,HNRNPU,LIN28B,ATP5A1,CCDC86,DDX31,SLC25A4,SND1,STAU1,RPS27A,RPLP2,YBX3,ZBTB24,RPL28,MEPCE,RPL24,NHP2,RPL22,SURF6,PURA,CCDC59,RPL3L,C12orf43,PHAX,FAU,EEF1B2,RSBN1,NAP1L1,NKRF,SMARCA5,ZC3HAV1,SRPK2,ZNF768,RPL5,BAZ1B,C1orf35,GPATCH4,ZNF668,LARP1B,DRG1,RPL19,MTHFD1,RPS16,NAT10,GNL2,LARP7,NIP7,SRP14,FARS2,NPM3,NSD2,NVL,RPS4X,ZC3H8,RPL36,DDX24,RPL13,G3BP1,RACK1,HIST1H1E,FBL,IFRD2,EIF3B,RPL35A,RPL10,RRP8,DDX47,YBX1,ZNF512,TUFM,HSP90AB1,EIF1AX,FOCAD,RPS8,RPS25,XRN2,PABPC4,RPL12,RPS7,SF3B2,NOL12,NOP53,RPS3A,LLPH,C8orf33,HERC5,SPTY2D1,RPS15,RPL35,RPL23A,RPL29,NOP10,RBMX2,SRP68,REXO4,RPS6,RPL14,RPL23,HSP90AA1,ZNF189,RPS3,CTCF,NCL,IMP3,RPS23,STAU2,DHX30,RPSA,TOE1,GRWD1,SLC25A3,RPL17,SLC25A6,RPS9,MPG,FTSJ3,PA2G4,HP1BP3,DDX27,PPAN-P2RY11,ZC3H10,RPL6,RPS5,BOP1,NGDN,UBA52,CCDC137,RPL18,RBM19,RPS11,RPL7,RPL21,NPM1,LTV1,RPL4,UTP18,RSL24D1,RPLP0,ZNF622,LYAR,MOV10,RPL37A,RPL39,RPS20,SLC25A5,GLYR1,USP10,RPF1,DDX50,UTP23,KNOP1,RPS24,MYBBP1A,PRDM15,RPS19,RBM28,RPS10,NOL6,BYSL,ZNF770,RPL10L,AVEN,EIF3E,DDX54,RPL9,YBX2,ZCCHC9,NOC3L,RPL36AL,DDX21,CEBPZ,RRP1B,SRPK1,BRIX1,RRP12,YTHDC2,ZNF689,MAK16,C7orf50,ABT1,ZBTB11,RPS18,RPS27L,SSB,LARP1,RPS13,EEF1A1,RPS21,GNL3L,RPS29,RPL8,NOP58,RPL32,BUD13,KRR1,NAP1L4,GAR1,WDR12,RPL7A,MYEF2,RPL11,RTCB,RPL34,RPL22L1,NOLC1,HIST1H1C,RPS14,POP1,TTF1,RPL31,MRTO4,NSUN2,EMG1,UTP20,RPS12,UPF1,GZF1,SPOUT1
MYO1B,SSFA2,ZBTB20,SSH2,PLEC,SPTBN1,PPP1R9B,ST5,MYL6B,MYO5B,IQGAP1,SVIL,CFL1,HMGB2,CALML3,SIPA1,COBL,MYO5C,CORO2A,ZDHHC5,ACTN4,MYO1E,MYO19,SYNPO,CORO1B,ABLIM1,CFL2,RAI14,ANXA2,ARHGAP21,ACTN1,ARHGAP11A,GAS2L3,AKAP2,MISP,INF2,CALM1,BASP1,ACTRT1,PPP1CB,WDR1,SORBS2,TES,NEXN,ARPC4,PLEKHG3,FLII,ACTG1,MYLK,CORO1C,TWF1,DST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP5J2,EEF2,RPL27A,RPS15A,RPS2,RPL3,SLC25A20,TTC37,PHB2,RPLP1,ATP5J,RPL10A,ATP5C1,RPL27,NACA2,SERBP1,H1F0,HIST1H1B,RPL30,RIOX2,RPL38,HADHA,CCDC124,IGF2BP1,MYH7B,H2AFX,EIF2S1,RPL37,CANX,RPS17,RPL18A,HIST1H1D,ATP5F1,RRBP1,EEF1G,TSR1,BTF3,PES1,RPS27,HNRNPU,ATP5A1,SLC25A4,SND1,RPS27A,RPLP2,YBX3,RPL28,ATP2A2,MEPCE,RPL24,NHP2,PHB,RPL22,ACADVL,RPL3L,FAU,IGF2BP3,EEF1B2,NAP1L1,SRPK2,RPL5,BAZ1B,RPF2,ATP5D,RPL19,RPS16,NAT10,MTHFD1,UQCRC2,SRP14,NPM3,RPS4X,ATP5O,RPL36,RBM34,RPL13,HIST1H1E,G3BP1,RACK1,FBL,IFRD2,PUM3,RPL10,RPL35A,TUBA8,EIF3B,DDX47,YBX1,TUFM,HSP90AB1,EIF1AX,RPS8,RPS25,RPL12,RPS7,RRP15,RPS3A,NOP10,RPL35,RPL29,RPL23A,RPS15,RPS6,ATP5B,RPL23,RPL14,HSP90AA1,HNRNPC,RPS3,NCL,RPS23,RPL26,RPL15,RPSA,GRWD1,SLC25A3,PA2G4,SLC25A6,RPS9,MPG,NMNAT1,CALR,RPL6,RPS5,RPL18,UBA52,RPS11,RPL7,PDHA1,RPL21,NPM1,G3BP2,RPL4,PWP1,RPLP0,ZNF622,RPL37A,RPL39,RPS20,TRMT112,SLC25A5,ZFP62,USP10,ATP5L,RPS19,RPS10,RPL13A,BYSL,NOL6,ATP5I,RPL10L,ATP5H,RPL9,HIST1H1A,RPL36AL,HADHB,DIMT1,SRPK1,SUPT16H,RPS18,RPS27L,SSB,PRR11,RPS13,EEF1A1,RPS21,RPS29,RPL8,RPL32,NOP58,ATP5E,NAP1L4,RPL7A,RPL11,EBNA1BP2,RPL34,HIST1H1C,EIF5B,PABPC1,RPL22L1,RPL31,RPS14,NOLC1,MTHFD1L,NSUN2,UTP20,RPS12,RPL26L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC3,GNL3,ZSCAN25,DHX57,PAK1IP1,BMS1,PAPD5,DDX56,RRP9,ZNF629,RPL36A,DDX10,RPL7L1,ZCRB1,KRI1,RSBN1L,RPS26,ZNF574,NOP16,RRP12,SRRM1,ZNF771,CHERP,FYTTD1,ZNF22,NIFK,NSA2,AATF,RSL1D1,RRS1,PES1,DDX31,LIN28B,CCDC86,MPHOSPH10,DDX18,STAU1,ZBTB24,IMP4,SURF6,PURA,CCDC59,IGF2BP3,ESF1,NKRF,ZC3HAV1,ZNF768,GPATCH4,RPF2,NOL10,ZNF668,NOP56,LARP1B,GNL2,LARP7,NIP7,FARS2,NSD2,NVL,RBM34,ZC3H8,DDX24,MRPS22,PUM3,RRP8,ZNF512,XRN2,PABPC4,UTP3,RRP15,NOL12,NOP53,RIOX1,LLPH,HERC5,C8orf33,SPTY2D1,RBMX2,SRP68,REXO4,CTCF,SDAD1,IMP3,DDX55,STAU2,RPL26,DHX30,DKC1,RPL15,TOE1,RPL17,FTSJ3,HP1BP3,NMNAT1,DDX27,PPAN-P2RY11,BOP1,NGDN,CCDC137,RBM19,NOC2L,LTV1,EIF6,PWP1,RSL24D1,LYAR,MOV10,NOP2,GLYR1,RPF1,DDX50,UTP23,RPS24,KNOP1,MYBBP1A,GNL1,PRDM15,RBM28,RPL13A,ZNF770,DDX54,MRPS26,GTPBP4,ZCCHC9,NOC3L,UTP14A,RRP1B,ABCF2,DDX21,BRIX1,CEBPZ,YTHDC2,ZBTB11,C7orf50,NOC4L,ABT1,LARP1,BUD13,SRP72,KRR1,WDR36,GAR1,MYEF2,WDR12,EBNA1BP2,TTF1,POP1,MRTO4,UPF1,GZF1,RPL26L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPL,EWSR1,HNRNPD,HNRNPM,PPWD1,HNRNPH3,KLHL12,DDX1,FUS,VPS4A,EIF4H,HNRNPDL,KRIT1,HMBS,HNRNPAB,HNRNPA1L2,HNRNPA3,HNRNPK,SFPQ,ECI1,HNRNPA2B1,HNRNPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NME1,SOD1,GSTP1,LAMP1,RGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARS2,PREPL,LARS2,GFM1,MTIF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP11,AKAP5,PRKAR1A,PRKACB,PRKACA,AKAP9,CEP68,PRKAR1B,PRKAR2A,CDK5RAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPG,BET1,SNAP47,STX5,VAMP4,SEC22B,VAMP3,STX16,VAMP8,STX8,STX6,SNAP29,VTI1A,STX3,STX7,SNAP23,NAPA,GOSR2,IDI1,STX10,PTTG1IP,VTI1B,GOSR1,STX12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPT12,SEPT6,SEPT10,SEPT4,ANLN,SEPT14,SEPT7,SEPT3,SEPT8,SEPT9,SEPT5,SEPT2,SEPT11,CDC42EP4,SEPT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUNIP,SETD2,ITPKC,MTMR4,AURKA,CEP192,SNX18,MTMR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLAT,STAT5A,PDHX,PDHB,STAT5B,PDHA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLK3,PPIG,FXR1,MATR3,THRAP3,SRSF7,ACIN1,LUC7L,PNN,IPO7,RBMXL1,ARGLU1,LMNB1,DDX46,SRSF11,U2AF2,ZC3H18,RSRC2,PABPN1,SRSF1,SREK1,RBM39,PRPF4B,SRSF10,SRSF8,PPHLN1,CWC22,SRSF3,MKRN1,FMR1,SRSF5,RBM17,SRSF4,BCLAF1,CLK2,TTC14,SRRM1,TRA2B,ZC3H14,SPEN,LUC7L3,TRA2A,RNPS1,SRSF12,PUF60,CASC3,SRSF2,SRSF9,SNRNP70,KIAA1429,U2AF1L5,SRRM2,SRSF6,MSH6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UACA,LAMTOR3,ODF2L,BORCS7,BORCS5,BORCS6,SCLT1,BORCS8,TRIOBP,KXD1,DISC1,CCDC122,TRIM37,CCDC57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKR1E2,DNM1,DNM2,DNM3,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP2B,EPHB4,SDC3,EFNB1,EPHA5,EPHB3,EFNB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPEP2,ERFE,TAZ,DHFR2,VWDE,HYAL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDX53,ANKRD9,SLC25A44,IMPDH1,PDE8B,IMPDH2,UBA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
