"tumor_id","tumor_name","block_id","block_name","specimen_id","specimen_name","rna_well_id","polygon_id","structure_id","structure_abbreviation","structure_color","structure_name"
703393,"W1-1-2",703401,"W1-1-2-H.2",297710624,"W1-1-2-H.2.01",300173642,298728030,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703393,"W1-1-2",707527,"W1-1-2-Q.1",297710602,"W1-1-2-Q.1.01",300629317,298803517,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703393,"W1-1-2",707529,"W1-1-2-V.1",297712159,"W1-1-2-V.1.01",300629321,298804188,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",703610,"W2-1-1-D.1",297919717,"W2-1-1-D.1.01",300629346,299412599,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",703612,"W2-1-1-F.1",297919735,"W2-1-1-F.1.01",300629370,299416139,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",707505,"W2-1-1-N.1",297919727,"W2-1-1-N.1.01",300629360,299416222,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705796,"W5-1-1-K.2",297989405,"W5-1-1-K.2.06",300629405,299658405,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705802,"W5-1-1-N.2",297989868,"W5-1-1-N.2.01",300629426,299658571,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705805,"W5-1-1-O.2",297989969,"W5-1-1-O.2.03",300629434,299660347,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705803,"W9-1-1",705833,"W9-1-1-H.2",298127853,"W9-1-1-H.2.01",302262292,299734823,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705803,"W9-1-1",705842,"W9-1-1-J.2",298127885,"W9-1-1-J.2.01",302262298,299785352,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705862,"W11-1-1-B.1",298129058,"W11-1-1-B.1.01",301287611,299910671,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705864,"W11-1-1-C.1",298129085,"W11-1-1-C.1.01",301287615,299902317,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705866,"W11-1-1-D.1",298129843,"W11-1-1-D.1.01",301287634,299902340,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
710262,"W26-1-1",710267,"W26-1-1-E",298294668,"W26-1-1-E.03",301626683,300113675,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
710262,"W26-1-1",710268,"W26-1-1-F",298295390,"W26-1-1-F.03",301626687,300113785,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705757,"W8-1-1",705777,"W8-1-1-F.1",298804409,"W8-1-1-F.1.01",301626599,300629173,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705757,"W8-1-1",705782,"W8-1-1-G.1",298804448,"W8-1-1-G.1.01",301626607,300629237,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705757,"W8-1-1",705786,"W8-1-1-H.1",298804656,"W8-1-1-H.1.01",302264002,300584872,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
711560,"W32-1-1",711561,"W32-1-1-A",301313068,"W32-1-1-A.01",304950288,301993912,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
711560,"W32-1-1",711562,"W32-1-1-B",301313075,"W32-1-1-B.01",304950294,301994162,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
711560,"W32-1-1",711565,"W32-1-1-E",301313093,"W32-1-1-E.03",304357557,301994627,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705803,"W9-1-1",705846,"W9-1-1-K.2",298127926,"W9-1-1-K.2.01",301287740,299764424,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
710262,"W26-1-1",710271,"W26-1-1-I",298294685,"W26-1-1-I.03",301626595,300115251,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
711574,"W33-1-1",711641,"W33-1-1-L",300345242,"W33-1-1-L.03",304477583,303497760,309817690,"CThbv-DANCR","#0ff660","Hyperplastic blood vessels in cellular tumor sampled by high expression of gene DANCR"
113597519,"W42-1-1",113597822,"W42-1-1-G",300345334,"W42-1-1-G.03",304703661,303628681,309780604,"CT-DANCR","#005d04","Cellular Tumor sampled by high expression of gene DANCR"
