ENSP00000222399	LAMB1	DOID:0050453	Lissencephaly	UniProtKB-KW	CURATED	4
ENSP00000222725	LFNG	DOID:0050568	Spondylocostal dysostosis	GHR	CURATED	5
ENSP00000222803	FKBP14	DOID:13359	Ehlers-Danlos syndrome	UniProtKB-KW	CURATED	4
ENSP00000223051	TFR2	DOID:2352	Hemochromatosis	GHR	CURATED	5
ENSP00000223073	RBM28	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000223366	GCK	DOID:13317	Hyperinsulinemic hypoglycemia	GHR	CURATED	5
ENSP00000223366	GCK	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000223368	BCL7B	DOID:1928	Williams-Beuren syndrome	UniProtKB-KW	CURATED	4
ENSP00000223528	FKTN	DOID:0050453	Lissencephaly	UniProtKB-KW	CURATED	4
ENSP00000223528	FKTN	DOID:0050557	Congenital muscular dystrophy	UniProtKB-KW	CURATED	4
ENSP00000223528	FKTN	DOID:0050559	Fukuyama congenital muscular dystrophy	GHR	CURATED	5
ENSP00000223528	FKTN	DOID:0050560	Walker-Warburg syndrome	GHR	CURATED	5
ENSP00000223528	FKTN	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000223528	FKTN	DOID:11724	limb-girdle muscular dystrophy	GHR	CURATED	5
ENSP00000223528	FKTN	DOID:11724	limb-girdle muscular dystrophy	UniProtKB-KW	CURATED	4
ENSP00000223642	C5	DOID:7148	Rheumatoid arthritis	GHR	CURATED	5
ENSP00000224140	SETX	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000224140	SETX	DOID:332	Amyotrophic lateral sclerosis	GHR	CURATED	5
ENSP00000224140	SETX	DOID:332	Amyotrophic lateral sclerosis	UniProtKB-KW	CURATED	4
ENSP00000224237	VIM	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000224600	RBP3	DOID:10584	Retinitis pigmentosa	GHR	CURATED	5
ENSP00000224600	RBP3	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000224764	BMPR1A	DOID:0050787	Juvenile polyposis syndrome	GHR	CURATED	5
ENSP00000224784	ACTA2	DOID:14004	Thoracic aortic aneurysm	GHR	CURATED	5
ENSP00000224784	ACTA2	DOID:3627	Aortic aneurysm	UniProtKB-KW	CURATED	4
ENSP00000225387	CRYBA1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000225512	WNT3	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000225567	GOSR2	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000225573	PNPO	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000225609	PIGL	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000225614	GALK1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000225614	GALK1	DOID:9870	Galactosemia	GHR	CURATED	5
ENSP00000225655	PFN1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000225655	PFN1	DOID:332	Amyotrophic lateral sclerosis	UniProtKB-KW	CURATED	4
ENSP00000225873	PEX12	DOID:905	Zellweger syndrome	GHR	CURATED	5
ENSP00000225873	PEX12	DOID:905	Zellweger syndrome	UniProtKB-KW	CURATED	4
ENSP00000225873	PEX12	DOID:906	Peroxisomal disease	UniProtKB-KW	CURATED	4
ENSP00000225893	HNF1B	DOID:10283	Prostate cancer	GHR	CURATED	5
ENSP00000225893	HNF1B	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000225927	NAGLU	DOID:10595	Charcot-Marie-Tooth disease	UniProtKB-KW	CURATED	4
ENSP00000225927	NAGLU	DOID:12798	Mucopolysaccharidosis	UniProtKB-KW	CURATED	4
ENSP00000225927	NAGLU	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000225927	NAGLU	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000225964	COL1A1	DOID:12347	Osteogenesis imperfecta	GHR	CURATED	5
ENSP00000225964	COL1A1	DOID:12347	Osteogenesis imperfecta	UniProtKB-KW	CURATED	4
ENSP00000225964	COL1A1	DOID:13359	Ehlers-Danlos syndrome	GHR	CURATED	5
ENSP00000225964	COL1A1	DOID:13359	Ehlers-Danlos syndrome	UniProtKB-KW	CURATED	4
ENSP00000225964	COL1A1	DOID:3507	Dermatofibrosarcoma protuberans	GHR	CURATED	5
ENSP00000225964	COL1A1	DOID:4257	Caffey disease	GHR	CURATED	5
ENSP00000226067	HLF	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000226105	RANGRF	DOID:0050451	Brugada syndrome	GHR	CURATED	5
ENSP00000226209	MYH3	DOID:0050646	Distal arthrogryposis	GHR	CURATED	5
ENSP00000226279	CD38	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000226382	PHOX2B	DOID:769	Neuroblastoma	GHR	CURATED	5
ENSP00000226413	GNRHR	DOID:1921	Klinefelter's syndrome	UniProtKB-KW	CURATED	4
ENSP00000226578	MANBA	DOID:3633	beta-mannosidosis	GHR	CURATED	5
ENSP00000226730	IL2	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000226730	IL2	DOID:7148	Rheumatoid arthritis	GHR	CURATED	5
ENSP00000226760	WFS1	DOID:0050563	Nonsyndromic deafness	GHR	CURATED	5
ENSP00000226760	WFS1	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000226760	WFS1	DOID:10632	Wolfram syndrome	GHR	CURATED	5
ENSP00000226760	WFS1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000226760	WFS1	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000226760	WFS1	DOID:9409	Diabetes insipidus	UniProtKB-KW	CURATED	4
ENSP00000227155	CD82	DOID:10283	Prostate cancer	GHR	CURATED	5
ENSP00000227163	SPI1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000227251	CRYAB	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000227251	CRYAB	DOID:12930	Dilated cardiomyopathy	GHR	CURATED	5
ENSP00000227251	CRYAB	DOID:423	Myopathy	UniProtKB-KW	CURATED	4
ENSP00000227251	CRYAB	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000227266	CTSC	DOID:3390	Palmoplantar keratosis	UniProtKB-KW	CURATED	4
ENSP00000227507	CCND1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000227868	PDHX	DOID:3649	Pyruvate decarboxylase deficiency	GHR	CURATED	5
ENSP00000228280	KITLG	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000228347	POLR3B	DOID:10579	Leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000228510	MVK	DOID:0050452	Mevalonic aciduria	GHR	CURATED	5
ENSP00000228510	MVK	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000228606	CYP27B1	DOID:10609	Rickets	GHR	CURATED	5
ENSP00000228606	CYP27B1	DOID:2377	Multiple sclerosis	GHR	CURATED	5
ENSP00000228682	GLI1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000228837	FGF6	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000228841	MYL2	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000228841	MYL2	DOID:11984	Hypertrophic cardiomyopathy	GHR	CURATED	5
ENSP00000228872	CDKN1B	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000229270	TPI1	DOID:0050884	Triosephosphate isomerase deficiency	GHR	CURATED	5
ENSP00000229270	TPI1	DOID:589	Congenital hemolytic anemia	UniProtKB-KW	CURATED	4
